product_id,product_name,product_category,brand,package_quantity,package_unit,price,currency
P026,lapte UHT 1.5%,lactate,Zuzu,1,l,5.9,RON
P027,ouă M,ouă,Ferma Veche,10,buc,12.8,RON
P028,pâine intermediară,panificație,Băneasa,500,g,3.9,RON
P029,roșii prunișoare,legume și fructe,Generic,500,g,7.5,RON
P030,piept de curcan,carne,Aldis,1,kg,27.5,RON
P031,paste penne,paste făinoase,Barilla,500,g,5.5,RON
P032,ouă M,ouă,Ferma Veche,6,buc,9.5,RON
P033,apă minerală,băuturi,Borsec,2,l,3.2,RON
P034,cafea instant,cafea,Nescafé,200,g,22.9,RON
P035,ciocolată cu lapte,gustări,Milka,100,g,4.9,RON
P036,smântână 12%,lactate,LaDorna,200,g,3.9,RON
P037,unt President 82%,lactate,President,250,g,10.5,RON
P038,paste penne,paste făinoase,Barilla,1,kg,10,RON
P039,detergent capsule,produse de menaj,Ariel,20,buc,31.9,RON
P040,iaurt Activia căpșuni,lactate,Danone,120,g,2.5,RON
P051,lapte UHT 3.5%,lactate,Metro Chef,1,l,5.75,RON
P052,iaurt natural 3%,lactate,ARO,400,g,3.25,RON
P053,ouă M,ouă,Metro Chef,10,buc,11.75,RON
P054,brânză feta,lactate,Metro Chef,300,g,10.45,RON
P055,baghetă albă,panificație,Fine Life,400,g,3.49,RON
P056,roșii rondele,legume și fructe,Generic,500,g,6.75,RON
P057,carne tocată porc/carne vită,carne,Metro Chef,1,kg,22.95,RON
P058,penne rigate,paste făinoase,ARO,500,g,2.89,RON
P059,zahăr brun,alimente de bază,Fine Life,1,kg,4.89,RON
P060,apă minerală carbogazoasă,băuturi,Metro Chef,2,l,2.95,RON
P061,cafea boabe,cafea,Metro Chef,1,kg,38.9,RON
P062,napolitane cu ciocolată,gustări,Fine Life,180,g,5.2,RON
P063,smântână 20%,lactate,ARO,200,g,3.75,RON
P064,unt 65%,lactate,Fine Life,250,g,6.99,RON
P065,fulgi de ovăz,mic dejun,ARO,500,g,3.89,RON
P066,hârtie igienică reciclată,produse de menaj,ARO,8,role,14.49,RON
P067,șampon antibacterian,îngrijire personală,Fine Life,1,l,20.5,RON
P068,iaurt cu fructe pădure,lactate,Fine Life,300,g,2.95,RON
P069,lapte UHT 1.8%,lactate,Metro Chef,1.5,l,6.75,RON
P070,cereale cu ciocolată,mic dejun,ARO,375,g,6.45,RON
P071,șampon antibacterian,îngrijire personală,Fine Life,400,ml,6.55,RON
P072,săpun solid,îngrijire personală,Metro Chef,4,buc,4.99,RON
P073,cârnați afumați,carne,Metro Chef,400,g,12.95,RON
P074,brânză topită pătrată,lactate,ARO,150,g,3.95,RON
P075,pesmet alb,alimente de bază,Fine Life,500,g,3.29,RON
P076,făină albă 000,alimente de bază,ARO,1,kg,2.65,RON
P077,apă plată,băuturi,Fine Life,8,l,7.25,RON
P078,ceapă galbenă,legume și fructe,Generic,1,kg,2.49,RON
P079,piper negru măcinat,condimente,Metro Chef,50,g,4.25,RON
P080,orez cu bob lung,alimente de bază,Metro Chef,3,kg,13,RON
P081,apă plată,băuturi,Fine Life,2,l,2.75,RON
P082,șampon păr normal,îngrijire personală,ARO,500,ml,5.99,RON
P083,paste spirale,paste făinoase,Fine Life,500,g,2.69,RON
P084,orez cu bob lung,alimente de bază,Metro Chef,1,kg,5.45,RON
P085,detergent vase manual,produse de menaj,Fine Life,1,l,6.35,RON
